file	key	english	chinese
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_FANATICISM_HELP	[ICON_BULLET]Receive a free [LINK=UNITCLASS_DRAGON_FANATIC]Dragon Fanatic[\\LINK] only if led by [LINK=LEADER_CARDITH]Cardith Lorda[\\LINK] or [LINK=LEADER_TEBRYN]Tebryn Arbandi[\\LINK]	[ICON_BULLET]仅当由[LINK=LEADER_CARDITH]少年王卡迪斯·罗达[\\LINK]或[LINK=LEADER_TEBRYN]特布里恩·阿尔班第[\\LINK]统率时，才获得一名免费的[LINK=UNITCLASS_DRAGON_FANATIC]巨龙狂信徒[\\LINK]
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_RIFLING_PEDIA	[TAB]"Rifling" is the term describing the practice of putting helical grooves in the barrel of a "long gun" to impart a spin to the projectile. This spin greatly increases the bullet's accuracy at distance. [PARAGRAPH:2]Early long guns, like the Arquebus, were "smoothbores"; these lacked rifling and the bullets were significantly smaller than the barrels of the weapons. When fired, the projectile would bounce against the sides of the weapon's barrel, giving it an uncertain direction upon exiting the barrel. [PARAGRAPH:2]The Khazad began experimenting with muskets using grooved barrels and tighter-fitting projectiles halfway through of the Age of Rebirth, but mass-produced rifled muskets did not appear until the Age of Innovation after the Bannor reclaimed their old capital of Braduk the Burning and built the Foundry of Vengeance to honor Sarabride. The rifled musket was the standard infantry weapon during Matronae purges, while Cavalry officers prided themselves on their rifled pistols. 	[TAB]“膛线”一词，指的是在“长管枪”的枪管内刻出螺旋凹槽、使弹丸旋转的做法。这种旋转极大地提升了子弹在远距离上的精度。[PARAGRAPH:2]早期的长管枪，如火绳枪，都是“滑膛”的；它们没有膛线，弹丸也明显小于武器的枪管。开火时，弹丸会在枪管内壁间弹跳，使其出膛方向难以捉摸。[PARAGRAPH:2]卡扎德人早在重生之纪元中期便开始试验带凹槽枪管、弹丸更为贴合的火枪，但量产的线膛火枪直到革新之纪元才出现——那是在班诺尔人夺回其焚毁的旧都布拉杜克、并为纪念萨拉布莱德而建起复仇铸场之后。在玛特罗奈的肃清期间，线膛火枪是步兵的标准武器，而骑兵军官则以自己的线膛手枪为傲。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_TECH_ANIMAL_HUSBANDRY_PEDIA	All of mankind, with the dread exception of the followers of the Undertow, have always strongly resented slavery, on the grounds that no being should be completely subject to another. Oddly enough, this view has never been put forth in regard to Man's fellow animals...-Selena Yera, Elven Mystic	全体人类——唯有暗流的信徒是可怖的例外——向来强烈憎恶奴役，其理由是：任何存在都不应彻底受制于另一者。奇怪的是，这一观点却从未被推及于人类的动物同胞身上……——精灵神秘学者塞莱娜·耶拉
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_MERCHANTMAN	Merchantman	商船
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SMUGGLER	Smuggler	走私者
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_CARAVAN	Caravan	商队
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SHEUT_STONE_GOLEM	Sheut Stone Golem	舍乌特石魔像
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SHEUT_STONE_GOLEM_PEDIA	[TAB]Only Agares knows the origin of these stones. They may be a pale reflection of the gems of creation or Agares's failed attempts to make his own. Regardless, they radiate powerful death magic and draw wraiths to them like silent beacons. During the Age of Magic necromancers were said to have turned the stones into powerful weapons for those that wielded them, but only during the Age of Rebirth were they made into weapons that could wield themselves. [PARAGRAPH]The Luchuirp shun demons such as Eidola, yet their Artificers have crafted abominations even more vile. The Enchantments that bring this golem to life also enhance the power of necromancy inherent in the material, creating soulless automata with affinity for Undeath magic. These machines have no wills of their and are not bound by the compact, yet the taint of hell remains within them and lets them summon Imps, Balors, and to channel the power of any Demon Lords with whom their masters have formed Pacts. 	[TAB]唯有阿加雷斯知晓这些石头的来历。它们或许是创世宝石的苍白倒影，又或是阿加雷斯自制宝石的失败尝试。无论如何，它们散发着强大的死亡魔法，如无声的信标般引来厉鬼。据说在魔法纪元，死灵法师曾将这些石头炼成强大的武器、交予持用者，但直到重生之纪元，它们才被造成能自行挥舞自身的武器。[PARAGRAPH]鲁崔尔普人虽避忌埃多拉这类恶魔，其工造师却打造出了更为邪恶的憎恶之物。使这尊魔像活转的附魔，同时也强化了材料中固有的死灵之力，造出对不死魔法怀有亲和的无魂自动机械。这些机器没有自己的意志，也不受盟约束缚，然而地狱之污仍留驻其中，让它们得以召唤小恶魔、巨角炎魔，并引导其主人与之缔约的任何恶魔领主之力。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_SHEUT_STONE_GOLEM_STRATEGY	Instead of Eidola, the most evil of the Lurchirp command soulless machines whose building materials just happen to come from hell. The Compact did not anticipate Golems with powers like those of true demons, so these abominations are free to enter event Hallowed Ground. Sheut Stone Golems are harder to get than Eidola are though, as they require Sheut Stone mined from Hell terrain as well as a Sculter's Studio. 	最为邪恶的鲁崔尔普人不用埃多拉，而是役使无魂机械，其建造材料恰好来自地狱。盟约未曾料到会有力量堪比真正恶魔的魔像，因此这些憎恶之物可以自由踏入哪怕是圣化之地。不过舍乌特石魔像比埃多拉更难获得，因为它们既需要从地狱地形开采的舍乌特石，也需要一座雕塑家工坊。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_FYRDWELL_STRATEGY	Frydwell have all the abilities of the Horse Archers that they replace, but no longer functionally identical. These most reclusive of elves now start with [LINK=PROMOTION_FOREST_STEALTH]Forest Stealth[\\LINK] (letting them to hide in [LINK=FEATURE_FOREST]Forests[\\LINK], [LINK=FEATURE_FOREST_ANCIENT]Ancient Forests[\\LINK], or [LINK=FEATURE_JUNGLE]Jungles[\\LINK]. ) and [LINK=PROMOTION_SUBDUE_ANIMAL]Subdue Animal[\\LINK]. They still require [LINK=BONUS_DEER]Deer[\\LINK] instead of [LINK=BONUS_HORSE]Horses[\\LINK]. 	菲德威尔拥有其所替代的马弓手的一切能力，但已不再与之如出一辙。这些最为隐世的精灵，如今起始便带有[LINK=PROMOTION_FOREST_STEALTH]森林潜行[\\LINK]（让他们得以藏身于[LINK=FEATURE_FOREST]森林[\\LINK]、[LINK=FEATURE_FOREST_ANCIENT]远古森林[\\LINK]或[LINK=FEATURE_JUNGLE]丛林[\\LINK]之中。）与[LINK=PROMOTION_SUBDUE_ANIMAL]驯服野兽[\\LINK]。他们仍需要[LINK=BONUS_DEER]鹿[\\LINK]而非[LINK=BONUS_HORSE]马匹[\\LINK]。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_NYXKIN_STRATEGY	Nyxkin get defensive bonuses, have no resource requirement, and can use [LINK=PROMOTION_FOREST_STEALTH]Forest Stealth[\\LINK] to hide in [LINK=FEATURE_FOREST]Forests[\\LINK], [LINK=FEATURE_FOREST_ANCIENT]Ancient Forests[\\LINK], or [LINK=FEATURE_JUNGLE]Jungles[\\LINK]. They have +1 Poision damage, making them stronger than normal Horse Archers, but do not have the ranged attack ability of the unit they replace. 	豹骑兵获得防御加成，无需资源，并能借[LINK=PROMOTION_FOREST_STEALTH]森林潜行[\\LINK]藏身于[LINK=FEATURE_FOREST]森林[\\LINK]、[LINK=FEATURE_FOREST_ANCIENT]远古森林[\\LINK]或[LINK=FEATURE_JUNGLE]丛林[\\LINK]之中。他们附带 +1 毒素伤害，因而比寻常马弓手更强，但不具备其所替代单位的远程攻击能力。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ACHERON	Acheron the Torch Dragon	火炬巨龙阿切隆
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FURNACE	Torch Dragon	火炬巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRIFA	Drifa the Winter Wyrm	寒冬蠕龙德瑞法
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_WINTER	Winter Wyrm	寒冬蠕龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GOLD	Gold Dragon	金龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_ABASHI	Abashi the Obsidian Serpent	黑曜巨蟒阿巴什
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_BLOOD	Blood Dragon	血龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_CORAL	Coral Dragon	珊瑚龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_DAWN	Dawn Drake	黎明龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_ELDER	Elder Dragon	远古巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FANG	Chthonic Dragon	冥土巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FEATHERED	Feathered Serpent	羽蛇
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GRAVE	Grave Wyrm	墓穴蠕龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_OBSIDIAN	Obsidian Serpent	黑曜巨蟒
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_PIT	Pit Dragon	深渊巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_RUNE	Rune Dragon	符文巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SEED	Seed Dragon	种胎巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SCALED	Scaled Dragon	鳞纹巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SHADOW	Shadow Dragon	暗影巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SHIELD	Shield Dragon	护盾巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SHIMMERING	Shimmering Dragon	微光巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SIEGE	Siege Drake	攻城巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_SPIRE	Spire Dragon	尖塔巨龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_VAULT_WYRM	Vault Wyrm	金库蠕龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_VAULT_WYRM	Vault Wyrm	金库蠕龙
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_BLOOD_PEDIA	Also called an Altar Dragon as it prefers sacrifices. They usually have a pool of blood nearby to drink from, and if their servants don't keep it filled they will usually find themselves added to it. Blood Dragons can take human form, and usually prefer to form of a dark nobleman, always with a goblet in hand. The roar of a Blood Dragon vomits up thousands of blood covered, biting, clawing, flying and venomous creatures, a torrent of creatures that are a mix between bats and scorpions. Blood Dragons maintain a collection of perfectly preserved body parts of their victims, skin, faces, organs, all displayed in a place the dragon can admire. 	血龙又称祭坛龙，因其偏爱献祭。它们身旁常备有一池鲜血可供饮用，若仆从不将其续满，往往会发现自己也被添了进去。血龙能化作人形，通常偏爱一位手中永远握着高脚酒杯的黑衣贵族之貌。血龙的一声咆哮，能吐出成千上万只沾血、撕咬、抓挠、飞舞而带毒的造物——那是一股蝙蝠与蝎子混种的洪流。血龙会收藏受害者被完好保存的身体部件——皮肤、面孔、脏器，尽数陈列于巨龙可供赏玩之处。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_CORAL_PEDIA	Coral dragons are not a single organism, but a collection of thousands of fist sized insect like creatures called Coralites all working together. They can separate and come back together freely. When they are together they have a breath weapon of white light that resurrects any newly dead (before their soul was collected) that it touches. Even to the point of breathing on a battlefield and raising all the fallen. Coralites occasionally get separated from their colony and have befriended humans as minor pets as they try to work out how to make it back. Coral Dragons collect precious stones, though they will occasionally leave them on the graves of those they respect. 	珊瑚龙并非单一生物，而是由成千上万只拳头大小、形似昆虫、名为珊瑚体的造物齐力构成。它们能自由分离、再重新聚合。聚合之时，它们拥有一种白光吐息为武器，可复活任何被其触及的新亡者（须在其灵魂被收走之前）——甚至能对整片战场吐息，令所有阵亡者重新站起。珊瑚体偶尔会与其群落失散，在设法归返的途中，将人类当作小宠物结为友伴。珊瑚龙收集宝石，不过偶尔会将其留在它们所敬重者的坟前。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_DAWN_PEDIA	These horned dragons glow with sunlight at all times, though they can control the intensity, from an angelic glow to a blinding golden light. Their breath weapon is a blast of light that burns the corrupt but won't harm the pure. Any ally touched by the light of a Dawn Drake is filled with incredible courage and hope. At dawn each day every Dawn Drake is fully healed from all injuries, mental, physical or magical and is broken free of any constraints that may hold them. They collect anything made of gold. 	这些长角的巨龙时刻散发着阳光，却能操控其强度，从天使般的柔光到令人目盲的金色强光。它们的吐息武器是一道光爆，灼烧腐坏者，却不伤纯洁之人。任何被黎明龙之光触及的盟友，都会被无与伦比的勇气与希望所充盈。每日破晓，每一条黎明龙都会从一切精神、肉体或魔法的创伤中彻底痊愈，并挣脱任何可能束缚它们的桎梏。它们收集一切以黄金制成之物。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_ELDER_PEDIA	The largest of the dragons, Elder Dragons tower over castles and most giants. They are typically avoided by other dragons and most lair together in one remote location, the valley of seven pines, where the gods gathered to forge the compact. These dragons met Kylorin when he came to the valley, and allowed him to take the godslayer with him when he left. He occasionally returns and spends years with the Elder Dragons. Although all dragons are immune to mortal magic, Elder Dragons are even immune to the power of the gods (this was given to them as part of the compact, that they might enforce its commands). The roar of an elder dragon fractures creation, permanently leaving fissures of nothingness in the area. Elder Dragons don't collect anything, but they have a fondness for children of all species and are typically kind to them. 	远古巨龙是体型最大的龙，高耸于城堡与多数巨人之上。它们通常为其他龙所回避，多半群居于一处偏远之地——七松之谷，昔日诸神正是聚于此地铸就盟约。这些巨龙曾在凯洛林来到谷中时与之相会，并允他离去时带走弑神者。他偶尔重返，与远古巨龙共度数年。虽说一切龙皆免疫凡间魔法，远古巨龙却连诸神之力也能免疫（这是盟约赐予它们的，好让它们得以执行盟约的号令）。远古巨龙的一声咆哮能撕裂造化，在其所在之处永久留下虚无的裂隙。远古巨龙不收集任何东西，却偏爱各族的孩童，通常待他们十分和善。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FANG_PEDIA	Also known as Fang Dragons or Lode Wyrms, these are the only flightless dragons. A Chthonic Dragon can pass through stone and are four times as heavy as it's significant size would indicate. It is quick on land, but when passing through earth it's almost instantaneous. It has no breath weapon, but it's bite easily cuts through stone and metal alike. Flesh and bone are little more than water to them. Chthonic Dragons can control a powerful magnetic field around their body, either attracting, or repulsing metal. Chthonic Dragon teeth, horns and scales are prized by enchanters and crafters. But priests of Kilmorph consider them sacred. Chthonic Dragons collect large gemstones and can be bribed for safe passage with a gem of unusual beauty. 	冥土巨龙又称尖牙龙或矿脉蠕龙，是唯一不能飞行的龙。冥土巨龙能穿石而过，其体重是其可观身形所应有的四倍。它在陆地上行动迅捷，但穿地而行时几乎是瞬息即至。它没有吐息武器，但其撕咬能轻易切穿石头与金属。血肉与骨骼于它们不过如水一般。冥土巨龙能操控其体周一片强大的磁场，随意吸引或排斥金属。冥土巨龙的牙、角与鳞为附魔师与工匠所珍视，而基尔莫芙的祭司则视其为神圣之物。冥土巨龙收集大颗宝石，一枚异常美丽的宝石便能贿赂它换取安全通行。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FEATHERED_PEDIA	These dragons never leave the sky, they fly endlessly, usually so high above creation they have little impact on the world, or the world on them. They are the fastest of the dragons and can rush over battlefields before most will know they are there. Their breath weapon summons a great wind, from gale force winds to a tornado depending on the dragons whim. These attacks are powerful but unfocused, as likely to damage the dragon's allies as its enemies. Feathered Serpents collect light and are mesmerized by the dappled effect of sunshine through leaves, firelight, rainbows and anything that glows or glitters. 	这些龙从不离开天空，它们无休止地飞翔，通常高踞于万物造化之上，对世界几乎毫无影响，世界对它们亦然。它们是龙中最迅捷者，能在多数人察觉之前掠过战场。它们的吐息武器可召来狂风，从疾风到龙卷，全凭龙的一时兴致。这类攻击威力强大却难以聚焦，伤及盟友的概率不亚于敌人。羽蛇喜好收集光芒，会被阳光穿林洒下的斑驳光影、火光、彩虹以及一切发光闪烁之物所迷住。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_FURNACE_PEDIA	Sometimes called Furnace or Inferno dragons. These large beasts are terrifying mixture of teeth, claws and scales. But their greatest threat is their fiery breath. It isn't just super heated flame that will melt stone and metal, but also a mucus that sticks to anything it hits and causes it to keep burning. Torch Dragon mucus is barely consumed by this and has been known to burn for days. Torch Dragon fire can also burn non-corporeal creatures like ghosts and spirits (some brave adventurers try to collect it for exactly this purpose). Unlike most dragons, Torch Dragons don't collect anything, but they are fond of beautiful music. [PARAGRAPH]Like most dragons, Torch Dragons slept through the Age of Magic, but when Bhall fell they awoke sensing that their goddess was under attack. The fury at the attack and the corruption of their dominion has led them to be very dangerous and unpredictable. They have no idea who is responsible for the pain they felt at Bhall's fall, but are ready to lash out at anyone they see in response to it. 	有时被称作熔炉龙或炼狱龙。这些庞然巨兽是利齿、尖爪与鳞甲的可怖混合体。但它们最大的威胁是那炽烈的吐息。那不只是能熔化岩石与金属的超高温火焰，还是一种黏附在任何被击中之物上、使其持续燃烧的黏液。火炬龙的黏液几乎不被火焰消耗，据说能燃烧数日之久。火炬龙的火焰甚至能烧灼幽灵与精怪这类非实体生物（一些胆大的冒险者正是为此目的试图去收集它）。与多数龙不同，火炬龙不收集任何东西，但它们钟爱优美的音乐。[PARAGRAPH]像多数龙一样，火炬龙在魔法纪元中沉睡，但当巴尔陨落时它们惊醒，感知到它们的女神正遭受攻击。攻击带来的暴怒，以及它们支配领域遭受的腐化，使它们变得极其危险且难以预测。它们不知是谁该为它们在巴尔陨落时感受到的痛苦负责，却随时准备向眼前任何人发泄这份怒火。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GRAVE_PEDIA	These grey giants constantly exhume a green gas that is toxic to all life. Even entering a chamber where one sleeps will kill most people. Grave Wyrms collect bones like other dragons collect gold, decorating their lairs with piles of them that would make any necromancer envious. Grave Wyrms are immortal. 	这些灰色的巨兽不断呼出一种对一切生命都有毒的绿色气体。哪怕只是踏入它沉睡的洞室，也足以杀死大多数人。墓穴巨龙收集骸骨，一如其他龙收集黄金，用堆积如山的骸骨装点自己的巢穴，令任何死灵法师艳羡。墓穴巨龙不死不灭。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_GOLD_PEDIA	There were only ever a few Gold Dragons created by Amathaon. They were all beautiful, unique creations, whom he viewed as his children rather than mere weapons of war. To each Amathaon gave a unique gift. To Eurabatres, his first born, the model on whom all other dragons were based, he granted the power to speak and understand all languages, including those of plants and animals, the wind, fire, earth and sea. To all he gave the ability to change form, and to breathe a gas that causes amnesia and euphoria. Victims forget their former lives so they can start anew. Gold Dragons collect items of antiquity, they don't need to be magical or valuable but they have a fascination with forgotten eras and places. A flag of a country that no longer exists, or a statue of a man once notable but now forgotten, will delight them. 	阿玛松所造的金龙从来就寥寥无几。它们个个美丽而独一无二，被他视作自己的子女，而非单纯的战争武器。阿玛松赐予每一头金龙一份独特的天赋。对尤拉巴崔斯——他的长子、此后一切龙的原型——他赐予了通晓与理解一切语言的力量，包括草木、走兽、风、火、大地与海洋之语。他赐予所有金龙变形的能力，以及呼出一种令人失忆并陷入欣快的气体。受害者会忘却前尘，从而得以重新开始。金龙收集古物，这些东西无需具有魔力或价值，但它们对被遗忘的时代与地方有着莫名的痴迷。一面早已不复存在之国度的旗帜，或一尊曾显赫一时、如今却被遗忘之人的雕像，都会令它们欣喜。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_OBSIDIAN_PEDIA	These glistening, black serpents looked to be fashioned from polished obsidian. They are fierce and temperamental. They love to fly at night and are swift and quiet fliers. They are thieves and collect items of high craftsmanship, from items as small as rings, to musical instruments, gravestones or statues. Anything that is beautifully made. Most assume that their glowing purple breath weapon is a disintegration beam, as that is the effect it appears to have on the target. But it's actually teleporting the target to a labyrinth within the nexus (which is almost the same as dying). Obsidian Serpents can see through all mirrors near them, and refuse to enter sanctified ground. 	这些闪亮的黑色巨蛇看似由磨光的黑曜石雕琢而成。它们凶猛而喜怒无常。它们爱在夜间飞行，飞得既迅捷又无声。它们是窃贼，收集工艺精湛之物，小至戒指，大到乐器、墓碑或雕像——只要是精美之作。多数人以为它们那道发光的紫色吐息是解离光束，因为它对目标产生的效果看似如此。但它实际上是将目标传送到枢纽之中的一座迷宫里（这与死亡几无二致）。黑曜巨蛇能看透附近的一切镜子，并拒绝踏入圣化之地。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_PIT_PEDIA	Also called a Chain Dragon, Demonic Dragon, or Dragon of the Depths. These horrific creatures dwell in bottomless pits. Like all the denizens of the lowest hell, they were not created by Agares but were seduced into his service. Most were originally Torch Dragons. Agares has chained a great rock to each of them that they must drag after them. They are capable of short flight even with this rock, but it requires great labor on their part. It is uncertain if Agares did this because he enjoys tormenting the powerful creatures, if they displeased him, or if it serves some other purpose. [PARAGRAPH]The dragon exudes an aura of fear that terrifies all life, even without being seen. Though it usually ignores life outside of its pit, it is drawn to suffering. A Pit Dragon's breath weapon is a dark vapor that corrodes metal, withers flesh and crumbles stone, but has no effect on the dragons chains or the great stone it is chained to. Unlike most other dragons, Pit Dragons don't collect anything. 	又称锁链龙、恶魔龙或深渊之龙。这些恐怖的造物栖身于无底深渊之中。像最底层地狱的所有居民一样，它们并非由阿加雷斯所造，而是被诱入他的麾下。它们中的大多数原本是火炬龙。阿加雷斯给每一头都锁上一块巨石，逼它们拖着前行。即便负着这块巨石，它们仍能作短距飞行，但这需要它们付出极大的气力。尚不清楚阿加雷斯这样做，是因为他乐于折磨这些强大的造物，是它们触怒了他，还是别有他图。[PARAGRAPH]这龙散发出一种令一切生命胆寒的恐惧气场，哪怕未曾现身。虽然它通常无视深坑之外的生命，却会被苦难所吸引。深坑龙的吐息武器是一团黑暗蒸汽，能腐蚀金属、枯萎血肉、使石块崩解，却对龙身上的锁链和它所拴的那块巨石毫无作用。与其他大多数龙不同，深坑龙不收集任何东西。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_PIT_STRATEGY	Dragons are the greatest the weapons of the Godswar. They are all [LINK=PROMOTION_MAGIC_IMMUNE]immune to magic[\\LINK] and can scatter enemies in fear either by attacking or with a [LINK=SPELL_ROAR]Roar[\\LINK]. Most can [LINK=SPELL_TAKE_FLIGHT]Fly[\\LINK] and have a unique Breath weapon. Upon the signing of The Compact, most Dragons were locked away in an incorporeal realm. Some left bones as a testament to their former glory. In the Age of Rebirth, men have taken to [LINK=RELIGION_CULT_OF_THE_DRAGON]worshiping[\\LINK] the beasts in place of the gods who made them. Through the [LINK=PROJECT_STIR_FROM_SLUMBER]Stir from Slumber[\\LINK] ritual, they can awaken the weapons of the gods and try to recruit them to serve in mortals' wars. The ritual allows the appropriate civilizations to directly train Abashi, Eurabatres, Drifa, and Thalatth. It allows Dragons to be resurrected from their bones, or raised as Dracoliches. Most importantly, it reveals the locations of several types of Wyrmholds. Those lairs will then start generating dragons of their associated species. [LINK=UNIT_DRAGON_FANATIC]Dragon Fanatics[\\LINK] may visit the lairs to swear allegiance to a particular type of dragon, gaining affinity for their dominion and other promotions in the process, or may become converted to the cause of the first Dragon they hear Roar. Dragon Fanatics also have the ability to [LINK=SPELL_BESEECH_DRAGON]Beseech[\\LINK] a dragon to leave its lair and attack nearby enemies. The Fanatics get better results from exploring Wyrmholds, and may even recruit a dragon to join their player's control when running the Cult of the Dragon as a State Religion. [NEWLINE]The Dragons of the Depths are the least mobile dragons, as they are chained to heavy rocks at the bottom of their pits, but they are very powerful. Every Demonic Dragon once served another god before Agares corrupted it. Most retain affinity for their original spheres as well as for Entropy. 	龙是诸神之战中最强大的武器。它们全都[LINK=PROMOTION_MAGIC_IMMUNE]免疫魔法[\\LINK]，能借由攻击或一声[LINK=SPELL_ROAR]咆哮[\\LINK]驱使敌人陷入恐惧四散奔逃。大多数龙能[LINK=SPELL_TAKE_FLIGHT]飞行[\\LINK]，并拥有独特的吐息武器。盟约签订之时，多数龙被封入一个无形的领域。有些留下骸骨，作为其昔日荣光的见证。在重生纪元，人类转而[LINK=RELIGION_CULT_OF_THE_DRAGON]崇拜[\\LINK]这些巨兽，取代了造出它们的诸神。通过[LINK=PROJECT_STIR_FROM_SLUMBER]自沉眠中唤醒[\\LINK]这一仪式，他们能唤醒诸神的武器，并试图招募它们为凡人的战争效力。该仪式使相应的文明得以直接训练阿巴什、尤拉巴崔斯、德瑞法和萨拉特。它使龙得以从骸骨中复活，或被抬升为龙巫妖。而最重要的是，它揭示了数种龙巢的所在位置。那些巢穴随后便会开始孕育其对应种类的龙。[LINK=UNIT_DRAGON_FANATIC]巨龙狂信徒[\\LINK]可前往这些巢穴，向某一特定种类的龙宣誓效忠，在此过程中获得对其支配领域的亲和以及其他晋升，或者会皈依于他们所听闻咆哮的第一头龙的事业。巨龙狂信徒还拥有[LINK=SPELL_BESEECH_DRAGON]恳求[\\LINK]一头龙离开巢穴、攻击附近敌人的能力。狂信徒探索龙巢能获得更好的结果，甚至可能在以巨龙教团作为国教时招募到一头龙加入其玩家的麾下。[NEWLINE]深渊之龙是机动性最差的龙，因为它们被锁在坑底的沉重巨石上，但它们极其强大。每一头恶魔龙在被阿加雷斯腐化之前，都曾侍奉另一位神。多数龙仍保留着对其原属领域以及对衰退的亲和。
Magister_CIV4GameText_FFH2.xml	TXT_KEY_UNIT_DRAGON_RUNE_PEDIA	Sometimes called an Astral Dragon or a Ghost Dragon, they usually appear as spirits, though they can manifest physically if they desire. Rather than battle themselves Rune Dragons usually prefer to empower others to great action by binding their spirit with a host for a time. This gives the host great strength, fortitude, willpower and courage as well as the magical effects of skin as hard as a dragons hide, regeneration, immunity to hostile magic and a dramatically heightened power for any magical ability the host may already have. When physical, every scale of a Rune Dragon has been inscribed with an angelic symbol. They are long snake like dragons with wise, patient faces and can breath a silver light that destroys magic for a time. They only collect stories of the heroes they have helped and many are bound to material objects like a jeweled egg, or an ancient sword and if the need arises they make be awakened from that object to help the wielder. 	有时被称作星界龙或幽灵龙，它们通常以精怪之姿出现，但若愿意亦能实体显现。符文龙一般不亲自作战，而更喜欢暂时将自己的精魂与一名宿主结合，从而使他人成就伟业。这赋予宿主强大的力量、坚韧、意志与勇气，还有种种魔法效果：如龙皮般坚硬的肌肤、再生、免疫敌意魔法，以及使宿主原本可能已有的任何魔法能力大幅增强。当以实体现身时，符文龙的每一片鳞甲上都镌刻着一个天使符号。它们是身形颀长如蛇的龙，面容睿智而耐心，能呼出一道白银之光，暂时摧毁魔法。它们只收集自己所助过的英雄的故事，许多符文龙被束缚于诸如镶宝石的龙蛋或古剑之类的实物之中，若有需要，可从那物件里被唤醒以助持有者。
